ROUTES 100
TRUCK 1
376 DROP_CONTAINER 276
100 PICKUP_CONTAINER 843
316 DROP_CONTAINER 843
92 PICKUP_CONTAINER 935
491 DROP_CONTAINER 935
102 PICKUP_CONTAINER 476
184 DROP_CONTAINER 476
341 PICKUP_CONTAINER 443
109 DROP_CONTAINER 443
400 PICKUP_CONTAINER 102
371 PICKUP_CONTAINER 709
252 DROP_CONTAINER 102
446 DROP_CONTAINER 709
460 PICKUP_CONTAINER 110
422 DROP_CONTAINER_TRAILER 110
180 PICKUP_CONTAINER_TRAILER 864
412 DROP_CONTAINER 864
133 PICKUP_CONTAINER 573
315 DROP_CONTAINER_TRAILER 573
6 STOP
#
TRUCK 36
104 PICKUP_CONTAINER_TRAILER 55
116 DROP_CONTAINER_TRAILER 55
470 PICKUP_CONTAINER_TRAILER 140
200 DROP_CONTAINER_TRAILER 140
177 PICKUP_CONTAINER_TRAILER 640
281 PICKUP_CONTAINER 500
447 DROP_CONTAINER 500
359 DROP_CONTAINER_TRAILER 640
363 PICKUP_CONTAINER_TRAILER 398
112 DROP_CONTAINER 398
369 PICKUP_CONTAINER 389
367 PICKUP_CONTAINER 976
399 DROP_CONTAINER 389
458 DROP_CONTAINER 976
161 PICKUP_CONTAINER 745
359 PICKUP_CONTAINER 947
312 DROP_CONTAINER 745
426 DROP_CONTAINER_TRAILER 947
366 PICKUP_CONTAINER_TRAILER 987
274 PICKUP_CONTAINER 920
249 DROP_CONTAINER 920
420 DROP_CONTAINER_TRAILER 987
2 STOP
#
TRUCK 37
131 PICKUP_CONTAINER_TRAILER 727
72 DROP_CONTAINER_TRAILER 727
347 PICKUP_CONTAINER_TRAILER 878
376 DROP_CONTAINER_TRAILER 878
389 PICKUP_CONTAINER_TRAILER 301
250 DROP_CONTAINER_TRAILER 301
15 PICKUP_CONTAINER_TRAILER 784
36 DROP_CONTAINER 784
409 PICKUP_CONTAINER 641
427 DROP_CONTAINER_TRAILER 641
56 PICKUP_CONTAINER_TRAILER 654
320 PICKUP_CONTAINER 944
157 DROP_CONTAINER 654
282 DROP_CONTAINER 944
146 PICKUP_CONTAINER 512
194 DROP_CONTAINER 512
72 PICKUP_CONTAINER 412
311 DROP_CONTAINER 412
309 PICKUP_CONTAINER 502
145 DROP_CONTAINER 502
98 PICKUP_CONTAINER 965
246 DROP_CONTAINER 965
239 PICKUP_CONTAINER 448
280 DROP_CONTAINER_TRAILER 448
3 STOP
#
TRUCK 38
262 PICKUP_CONTAINER_TRAILER 39
485 DROP_CONTAINER_TRAILER 39
228 PICKUP_CONTAINER_TRAILER 139
14 DROP_CONTAINER 139
495 PICKUP_CONTAINER 23
207 DROP_CONTAINER 23
349 PICKUP_CONTAINER 720
166 PICKUP_CONTAINER 416
248 DROP_CONTAINER 720
269 DROP_CONTAINER 416
326 PICKUP_CONTAINER 952
304 DROP_CONTAINER 952
500 PICKUP_CONTAINER 296
50 DROP_CONTAINER 296
449 PICKUP_CONTAINER 283
134 DROP_CONTAINER_TRAILER 283
6 STOP
#
TRUCK 39
8 PICKUP_CONTAINER_TRAILER 632
123 PICKUP_CONTAINER 199
498 DROP_CONTAINER 632
473 DROP_CONTAINER_TRAILER 199
1 PICKUP_TRAILER
422 PICKUP_CONTAINER 353
49 DROP_CONTAINER 353
91 PICKUP_CONTAINER 552
480 DROP_CONTAINER_TRAILER 552
195 PICKUP_CONTAINER_TRAILER 343
424 PICKUP_CONTAINER 505
220 DROP_CONTAINER 343
333 DROP_CONTAINER_TRAILER 505
295 PICKUP_CONTAINER_TRAILER 68
303 DROP_CONTAINER 68
121 PICKUP_CONTAINER 974
16 DROP_CONTAINER 974
416 PICKUP_CONTAINER 286
123 DROP_CONTAINER 286
426 PICKUP_CONTAINER 995
135 DROP_CONTAINER_TRAILER 995
2 STOP
#
TRUCK 40
260 PICKUP_CONTAINER_TRAILER 135
204 PICKUP_CONTAINER 90
67 DROP_CONTAINER 135
205 DROP_CONTAINER_TRAILER 90
472 PICKUP_CONTAINER_TRAILER 413
341 PICKUP_CONTAINER 372
62 DROP_CONTAINER 413
366 DROP_CONTAINER_TRAILER 372
170 PICKUP_CONTAINER_TRAILER 711
21 DROP_CONTAINER 711
226 PICKUP_CONTAINER 397
376 PICKUP_CONTAINER 391
469 DROP_CONTAINER 397
115 DROP_CONTAINER_TRAILER 391
248 PICKUP_CONTAINER_TRAILER 251
325 DROP_CONTAINER 251
324 PICKUP_CONTAINER 259
146 DROP_CONTAINER_TRAILER 259
262 PICKUP_CONTAINER_TRAILER 17
237 PICKUP_CONTAINER 462
126 DROP_CONTAINER 17
338 DROP_CONTAINER_TRAILER 462
374 PICKUP_CONTAINER_TRAILER 905
103 DROP_CONTAINER_TRAILER 905
369 PICKUP_CONTAINER_TRAILER 74
195 PICKUP_CONTAINER 751
52 DROP_CONTAINER 74
134 DROP_CONTAINER_TRAILER 751
2 STOP
#
TRUCK 41
409 PICKUP_CONTAINER_TRAILER 239
48 DROP_CONTAINER 239
382 PICKUP_CONTAINER 611
482 DROP_CONTAINER 611
369 PICKUP_CONTAINER 536
243 DROP_CONTAINER 536
299 PICKUP_CONTAINER 668
425 DROP_CONTAINER 668
478 PICKUP_CONTAINER 357
305 DROP_CONTAINER_TRAILER 357
150 PICKUP_CONTAINER_TRAILER 695
246 DROP_CONTAINER_TRAILER 695
6 STOP
#
TRUCK 42
241 PICKUP_CONTAINER_TRAILER 43
475 DROP_CONTAINER_TRAILER 43
203 PICKUP_CONTAINER_TRAILER 574
432 DROP_CONTAINER 574
432 PICKUP_CONTAINER 863
132 DROP_CONTAINER 863
188 PICKUP_CONTAINER 869
325 DROP_CONTAINER 869
463 PICKUP_CONTAINER 916
395 PICKUP_CONTAINER 825
366 DROP_CONTAINER 916
331 DROP_CONTAINER_TRAILER 825
225 PICKUP_CONTAINER_TRAILER 722
111 DROP_CONTAINER 722
237 PICKUP_CONTAINER 121
42 PICKUP_CONTAINER 111
407 DROP_CONTAINER 121
270 DROP_CONTAINER_TRAILER 111
4 STOP
#
TRUCK 43
214 PICKUP_CONTAINER_TRAILER 582
228 DROP_CONTAINER_TRAILER 582
409 PICKUP_CONTAINER_TRAILER 97
248 DROP_CONTAINER_TRAILER 97
43 PICKUP_CONTAINER_TRAILER 673
120 PICKUP_CONTAINER 619
411 DROP_CONTAINER 673
369 DROP_CONTAINER_TRAILER 619
166 PICKUP_CONTAINER_TRAILER 692
10 PICKUP_CONTAINER 293
159 DROP_CONTAINER 692
103 DROP_CONTAINER 293
319 PICKUP_CONTAINER 233
158 DROP_CONTAINER_TRAILER 233
90 PICKUP_CONTAINER_TRAILER 659
85 PICKUP_CONTAINER 760
380 DROP_CONTAINER 659
216 DROP_CONTAINER_TRAILER 760
195 PICKUP_CONTAINER_TRAILER 786
104 PICKUP_CONTAINER 221
241 DROP_CONTAINER 786
421 DROP_CONTAINER_TRAILER 221
325 PICKUP_CONTAINER_TRAILER 424
81 PICKUP_CONTAINER 290
12 DROP_CONTAINER 290
478 DROP_CONTAINER_TRAILER 424
3 STOP
#
TRUCK 44
27 PICKUP_CONTAINER_TRAILER 408
103 DROP_CONTAINER_TRAILER 408
300 PICKUP_CONTAINER_TRAILER 325
290 PICKUP_CONTAINER 526
422 DROP_CONTAINER 325
7 DROP_CONTAINER_TRAILER 526
168 PICKUP_CONTAINER_TRAILER 128
485 PICKUP_CONTAINER 796
16 DROP_CONTAINER 128
61 DROP_CONTAINER_TRAILER 796
108 PICKUP_CONTAINER_TRAILER 635
335 DROP_CONTAINER_TRAILER 635
423 PICKUP_CONTAINER_TRAILER 763
147 DROP_CONTAINER 763
260 PICKUP_CONTAINER 207
185 PICKUP_CONTAINER 312
172 DROP_CONTAINER 207
139 DROP_CONTAINER_TRAILER 312
425 PICKUP_CONTAINER_TRAILER 92
16 PICKUP_CONTAINER 648
339 DROP_CONTAINER 92
403 DROP_CONTAINER_TRAILER 648
497 PICKUP_CONTAINER_TRAILER 508
88 DROP_CONTAINER_TRAILER 508
5 STOP
#
TRUCK 45
213 PICKUP_CONTAINER_TRAILER 123
475 DROP_CONTAINER_TRAILER 123
132 PICKUP_CONTAINER_TRAILER 215
455 PICKUP_CONTAINER 356
391 DROP_CONTAINER 356
157 DROP_CONTAINER_TRAILER 215
156 PICKUP_CONTAINER_TRAILER 163
421 DROP_CONTAINER 163
162 PICKUP_CONTAINER 769
18 DROP_CONTAINER_TRAILER 769
270 PICKUP_CONTAINER_TRAILER 431
488 DROP_CONTAINER 431
186 PICKUP_CONTAINER 223
498 DROP_CONTAINER 223
223 PICKUP_CONTAINER 517
16 DROP_CONTAINER 517
477 PICKUP_CONTAINER 587
129 DROP_CONTAINER_TRAILER 587
3 STOP
#
TRUCK 46
45 PICKUP_CONTAINER_TRAILER 44
108 DROP_CONTAINER 44
381 PICKUP_CONTAINER 670
494 PICKUP_CONTAINER 147
165 DROP_CONTAINER 670
150 DROP_CONTAINER_TRAILER 147
33 PICKUP_CONTAINER_TRAILER 479
126 DROP_CONTAINER 479
24 PICKUP_CONTAINER 671
126 DROP_CONTAINER_TRAILER 671
84 PICKUP_CONTAINER_TRAILER 482
230 DROP_CONTAINER 482
128 PICKUP_CONTAINER 737
282 DROP_CONTAINER_TRAILER 737
5 STOP
#
TRUCK 47
363 PICKUP_CONTAINER_TRAILER 257
356 DROP_CONTAINER 257
215 PICKUP_CONTAINER 461
237 DROP_CONTAINER_TRAILER 461
344 PICKUP_CONTAINER_TRAILER 562
193 DROP_CONTAINER_TRAILER 562
228 PICKUP_CONTAINER_TRAILER 426
166 DROP_CONTAINER_TRAILER 426
352 PICKUP_CONTAINER_TRAILER 246
42 DROP_CONTAINER_TRAILER 246
1 PICKUP_TRAILER
431 PICKUP_CONTAINER 241
412 DROP_CONTAINER 241
92 PICKUP_CONTAINER 666
71 DROP_CONTAINER_TRAILER 666
5 STOP
#
TRUCK 48
380 PICKUP_CONTAINER_TRAILER 973
494 PICKUP_CONTAINER 866
212 DROP_CONTAINER 973
255 DROP_CONTAINER_TRAILER 866
484 PICKUP_CONTAINER_TRAILER 367
314 PICKUP_CONTAINER 964
162 DROP_CONTAINER 964
331 DROP_CONTAINER_TRAILER 367
297 PICKUP_CONTAINER_TRAILER 875
311 DROP_CONTAINER 875
247 PICKUP_CONTAINER 456
180 DROP_CONTAINER 456
162 PICKUP_CONTAINER 882
221 DROP_CONTAINER_TRAILER 882
392 PICKUP_CONTAINER_TRAILER 498
452 DROP_CONTAINER 498
16 PICKUP_CONTAINER 879
335 DROP_CONTAINER_TRAILER 879
136 PICKUP_CONTAINER_TRAILER 689
104 DROP_CONTAINER_TRAILER 689
10 PICKUP_CONTAINER_TRAILER 643
306 PICKUP_CONTAINER 366
496 DROP_CONTAINER 643
309 DROP_CONTAINER_TRAILER 366
2 STOP
#
TRUCK 49
436 PICKUP_CONTAINER_TRAILER 588
78 PICKUP_CONTAINER 714
140 DROP_CONTAINER 588
295 DROP_CONTAINER_TRAILER 714
141 PICKUP_CONTAINER_TRAILER 298
426 DROP_CONTAINER 298
426 PICKUP_CONTAINER 528
356 DROP_CONTAINER_TRAILER 528
253 PICKUP_CONTAINER_TRAILER 118
87 DROP_CONTAINER 118
29 PICKUP_CONTAINER 516
496 DROP_CONTAINER 516
496 PICKUP_CONTAINER 405
18 DROP_CONTAINER_TRAILER 405
246 PICKUP_CONTAINER_TRAILER 202
42 PICKUP_CONTAINER 253
232 DROP_CONTAINER 202
70 DROP_CONTAINER 253
1 DROP_TRAILER
435 PICKUP_CONTAINER_TRAILER 907
175 PICKUP_CONTAINER 966
131 DROP_CONTAINER 966
23 DROP_CONTAINER_TRAILER 907
46 PICKUP_CONTAINER_TRAILER 706
209 PICKUP_CONTAINER 975
463 DROP_CONTAINER 706
24 DROP_CONTAINER_TRAILER 975
212 PICKUP_CONTAINER_TRAILER 302
266 DROP_CONTAINER_TRAILER 302
149 PICKUP_CONTAINER_TRAILER 942
488 DROP_CONTAINER_TRAILER 942
5 STOP
#
TRUCK 50
483 PICKUP_CONTAINER_TRAILER 242
126 PICKUP_CONTAINER 358
374 DROP_CONTAINER 358
432 DROP_CONTAINER_TRAILER 242
71 PICKUP_CONTAINER_TRAILER 194
360 DROP_CONTAINER 194
360 PICKUP_CONTAINER 857
299 DROP_CONTAINER_TRAILER 857
49 PICKUP_CONTAINER_TRAILER 417
330 DROP_CONTAINER 417
294 PICKUP_CONTAINER 917
412 PICKUP_CONTAINER 962
426 DROP_CONTAINER 917
51 DROP_CONTAINER_TRAILER 962
300 PICKUP_CONTAINER_TRAILER 915
89 PICKUP_CONTAINER 9
380 DROP_CONTAINER 915
50 DROP_CONTAINER_TRAILER 9
145 PICKUP_CONTAINER_TRAILER 566
34 DROP_CONTAINER_TRAILER 566
5 STOP
#
TRUCK 51
133 PICKUP_CONTAINER_TRAILER 190
61 DROP_CONTAINER_TRAILER 190
23 PICKUP_CONTAINER_TRAILER 60
476 DROP_CONTAINER 60
128 PICKUP_CONTAINER 468
300 DROP_CONTAINER 468
349 PICKUP_CONTAINER 647
242 DROP_CONTAINER 647
267 PICKUP_CONTAINER 890
252 DROP_CONTAINER_TRAILER 890
141 PICKUP_CONTAINER_TRAILER 57
472 DROP_CONTAINER 57
434 PICKUP_CONTAINER 631
203 DROP_CONTAINER 631
416 PICKUP_CONTAINER 146
26 DROP_CONTAINER_TRAILER 146
6 STOP
#
TRUCK 52
278 PICKUP_CONTAINER_TRAILER 532
39 DROP_CONTAINER_TRAILER 532
417 PICKUP_CONTAINER_TRAILER 940
213 DROP_CONTAINER_TRAILER 940
32 PICKUP_CONTAINER_TRAILER 344
410 PICKUP_CONTAINER 85
308 DROP_CONTAINER 344
237 DROP_CONTAINER_TRAILER 85
354 PICKUP_CONTAINER_TRAILER 144
200 PICKUP_CONTAINER 994
28 DROP_CONTAINER 144
380 DROP_CONTAINER_TRAILER 994
130 PICKUP_CONTAINER_TRAILER 174
305 DROP_CONTAINER_TRAILER 174
140 PICKUP_CONTAINER_TRAILER 936
218 DROP_CONTAINER 936
321 PICKUP_CONTAINER 900
304 DROP_CONTAINER_TRAILER 900
128 PICKUP_CONTAINER_TRAILER 212
42 PICKUP_CONTAINER 446
218 DROP_CONTAINER 212
459 DROP_CONTAINER_TRAILER 446
4 STOP
#
TRUCK 53
71 PICKUP_CONTAINER_TRAILER 496
224 DROP_CONTAINER 496
1 DROP_TRAILER
412 PICKUP_CONTAINER_TRAILER 525
25 PICKUP_CONTAINER 66
77 DROP_CONTAINER 66
368 DROP_CONTAINER_TRAILER 525
368 PICKUP_CONTAINER_TRAILER 928
455 PICKUP_CONTAINER 459
379 DROP_CONTAINER 928
62 DROP_CONTAINER 459
208 PICKUP_CONTAINER 109
381 DROP_CONTAINER 109
263 PICKUP_CONTAINER 981
158 DROP_CONTAINER_TRAILER 981
359 PICKUP_CONTAINER_TRAILER 335
354 DROP_CONTAINER 335
359 PICKUP_CONTAINER 437
218 DROP_CONTAINER_TRAILER 437
1 PICKUP_TRAILER
84 PICKUP_CONTAINER 352
98 DROP_CONTAINER 352
160 PICKUP_CONTAINER 464
444 DROP_CONTAINER_TRAILER 464
3 STOP
#
TRUCK 54
311 PICKUP_CONTAINER_TRAILER 333
312 DROP_CONTAINER 333
205 PICKUP_CONTAINER 698
37 DROP_CONTAINER 698
324 PICKUP_CONTAINER 364
259 DROP_CONTAINER_TRAILER 364
63 PICKUP_CONTAINER_TRAILER 892
268 PICKUP_CONTAINER 331
263 DROP_CONTAINER 892
31 DROP_CONTAINER_TRAILER 331
24 PICKUP_CONTAINER_TRAILER 755
464 PICKUP_CONTAINER 578
395 DROP_CONTAINER 755
210 DROP_CONTAINER_TRAILER 578
74 PICKUP_CONTAINER_TRAILER 842
31 DROP_CONTAINER_TRAILER 842
3 STOP
#
TRUCK 55
52 PICKUP_CONTAINER_TRAILER 943
247 PICKUP_CONTAINER 414
145 DROP_CONTAINER 943
19 DROP_CONTAINER_TRAILER 414
467 PICKUP_CONTAINER_TRAILER 983
304 DROP_CONTAINER_TRAILER 983
156 PICKUP_CONTAINER_TRAILER 933
410 DROP_CONTAINER_TRAILER 933
169 PICKUP_CONTAINER_TRAILER 11
265 DROP_CONTAINER_TRAILER 11
109 PICKUP_CONTAINER_TRAILER 542
246 DROP_CONTAINER_TRAILER 542
457 PICKUP_CONTAINER_TRAILER 702
291 PICKUP_CONTAINER 400
225 DROP_CONTAINER 702
467 DROP_CONTAINER_TRAILER 400
330 PICKUP_CONTAINER_TRAILER 604
116 PICKUP_CONTAINER 336
61 DROP_CONTAINER 604
64 DROP_CONTAINER_TRAILER 336
254 PICKUP_CONTAINER_TRAILER 894
342 PICKUP_CONTAINER 191
228 DROP_CONTAINER 191
14 DROP_CONTAINER_TRAILER 894
4 STOP
#
TRUCK 56
22 PICKUP_CONTAINER_TRAILER 382
413 PICKUP_CONTAINER 622
136 DROP_CONTAINER 622
471 DROP_CONTAINER_TRAILER 382
299 PICKUP_CONTAINER_TRAILER 805
474 PICKUP_CONTAINER 381
203 DROP_CONTAINER 805
451 DROP_CONTAINER_TRAILER 381
59 PICKUP_CONTAINER_TRAILER 107
365 DROP_CONTAINER_TRAILER 107
496 PICKUP_CONTAINER_TRAILER 70
490 DROP_CONTAINER 70
173 PICKUP_CONTAINER 821
136 DROP_CONTAINER_TRAILER 821
320 PICKUP_CONTAINER_TRAILER 705
141 PICKUP_CONTAINER 804
88 DROP_CONTAINER 705
256 DROP_CONTAINER_TRAILER 804
398 PICKUP_CONTAINER_TRAILER 691
8 PICKUP_CONTAINER 5
154 DROP_CONTAINER 691
136 DROP_CONTAINER 5
450 PICKUP_CONTAINER 664
233 DROP_CONTAINER_TRAILER 664
253 PICKUP_CONTAINER_TRAILER 799
451 DROP_CONTAINER_TRAILER 799
3 STOP
#
TRUCK 57
273 PICKUP_CONTAINER_TRAILER 795
57 DROP_CONTAINER 795
117 PICKUP_CONTAINER 681
488 PICKUP_CONTAINER 444
435 DROP_CONTAINER 681
362 DROP_CONTAINER_TRAILER 444
178 PICKUP_CONTAINER_TRAILER 957
238 PICKUP_CONTAINER 680
384 DROP_CONTAINER 957
56 DROP_CONTAINER_TRAILER 680
151 PICKUP_CONTAINER_TRAILER 750
237 DROP_CONTAINER 750
130 PICKUP_CONTAINER 789
194 DROP_CONTAINER 789
298 PICKUP_CONTAINER 186
290 DROP_CONTAINER_TRAILER 186
461 PICKUP_CONTAINER_TRAILER 159
408 DROP_CONTAINER_TRAILER 159
484 PICKUP_CONTAINER_TRAILER 956
187 DROP_CONTAINER_TRAILER 956
4 STOP
#
TRUCK 58
153 PICKUP_CONTAINER_TRAILER 754
484 DROP_CONTAINER_TRAILER 754
68 PICKUP_CONTAINER_TRAILER 91
206 PICKUP_CONTAINER 421
150 DROP_CONTAINER 91
298 DROP_CONTAINER 421
456 PICKUP_CONTAINER 175
398 DROP_CONTAINER 175
105 PICKUP_CONTAINER 373
34 DROP_CONTAINER 373
462 PICKUP_CONTAINER 580
473 DROP_CONTAINER 580
9 PICKUP_CONTAINER 415
485 DROP_CONTAINER 415
52 PICKUP_CONTAINER 34
484 DROP_CONTAINER 34
418 PICKUP_CONTAINER 32
409 PICKUP_CONTAINER 248
147 DROP_CONTAINER 32
451 DROP_CONTAINER_TRAILER 248
3 STOP
#
TRUCK 59
399 PICKUP_CONTAINER_TRAILER 787
422 PICKUP_CONTAINER 757
16 DROP_CONTAINER 757
77 DROP_CONTAINER_TRAILER 787
340 PICKUP_CONTAINER_TRAILER 724
138 DROP_CONTAINER 724
235 PICKUP_CONTAINER 563
206 DROP_CONTAINER 563
1 DROP_TRAILER
144 PICKUP_CONTAINER_TRAILER 105
173 DROP_CONTAINER_TRAILER 105
173 PICKUP_CONTAINER_TRAILER 81
299 DROP_CONTAINER 81
221 PICKUP_CONTAINER 848
159 DROP_CONTAINER_TRAILER 848
442 PICKUP_CONTAINER_TRAILER 807
122 DROP_CONTAINER_TRAILER 807
2 STOP
#
TRUCK 60
133 PICKUP_CONTAINER_TRAILER 529
71 PICKUP_CONTAINER 733
451 DROP_CONTAINER 733
309 DROP_CONTAINER_TRAILER 529
468 PICKUP_CONTAINER_TRAILER 768
463 DROP_CONTAINER_TRAILER 768
150 PICKUP_CONTAINER_TRAILER 638
175 DROP_CONTAINER_TRAILER 638
289 PICKUP_CONTAINER_TRAILER 798
286 DROP_CONTAINER 798
172 PICKUP_CONTAINER 931
497 DROP_CONTAINER 931
374 PICKUP_CONTAINER 954
180 DROP_CONTAINER 954
267 PICKUP_CONTAINER 982
172 DROP_CONTAINER_TRAILER 982
6 STOP
#
TRUCK 61
223 PICKUP_CONTAINER_TRAILER 776
418 DROP_CONTAINER 776
192 PICKUP_CONTAINER 6
126 DROP_CONTAINER_TRAILER 6
95 PICKUP_CONTAINER_TRAILER 871
254 DROP_CONTAINER 871
125 PICKUP_CONTAINER 817
210 DROP_CONTAINER_TRAILER 817
160 PICKUP_CONTAINER_TRAILER 490
172 DROP_CONTAINER_TRAILER 490
468 PICKUP_CONTAINER_TRAILER 803
158 DROP_CONTAINER_TRAILER 803
355 PICKUP_CONTAINER_TRAILER 559
261 DROP_CONTAINER 559
309 PICKUP_CONTAINER 658
187 DROP_CONTAINER_TRAILER 658
4 STOP
#
TRUCK 62
353 PICKUP_CONTAINER_TRAILER 113
178 DROP_CONTAINER 113
402 PICKUP_CONTAINER 829
335 PICKUP_CONTAINER 694
364 DROP_CONTAINER 829
220 DROP_CONTAINER_TRAILER 694
138 PICKUP_CONTAINER_TRAILER 226
242 DROP_CONTAINER 226
1 DROP_TRAILER
322 PICKUP_CONTAINER_TRAILER 473
275 DROP_CONTAINER 473
229 PICKUP_CONTAINER 672
160 DROP_CONTAINER 672
58 PICKUP_CONTAINER 896
256 DROP_CONTAINER 896
246 PICKUP_CONTAINER 458
228 DROP_CONTAINER 458
297 PICKUP_CONTAINER 506
54 DROP_CONTAINER 506
440 PICKUP_CONTAINER 53
406 DROP_CONTAINER_TRAILER 53
5 STOP
#
TRUCK 63
152 PICKUP_CONTAINER_TRAILER 172
416 DROP_CONTAINER_TRAILER 172
287 PICKUP_CONTAINER_TRAILER 62
425 DROP_CONTAINER_TRAILER 62
43 PICKUP_CONTAINER_TRAILER 252
97 DROP_CONTAINER_TRAILER 252
231 PICKUP_CONTAINER_TRAILER 971
281 PICKUP_CONTAINER 814
329 DROP_CONTAINER 971
53 DROP_CONTAINER_TRAILER 814
477 PICKUP_CONTAINER_TRAILER 198
439 PICKUP_CONTAINER 761
41 DROP_CONTAINER 198
181 DROP_CONTAINER_TRAILER 761
466 PICKUP_CONTAINER_TRAILER 280
215 PICKUP_CONTAINER 73
424 DROP_CONTAINER 73
311 DROP_CONTAINER_TRAILER 280
496 PICKUP_CONTAINER_TRAILER 272
109 PICKUP_CONTAINER 514
439 DROP_CONTAINER 272
319 DROP_CONTAINER_TRAILER 514
4 STOP
#
TRUCK 64
201 PICKUP_CONTAINER_TRAILER 791
187 DROP_CONTAINER_TRAILER 791
372 PICKUP_CONTAINER_TRAILER 25
75 PICKUP_CONTAINER 941
140 DROP_CONTAINER 25
237 DROP_CONTAINER 941
331 PICKUP_CONTAINER 178
198 DROP_CONTAINER 178
247 PICKUP_CONTAINER 827
388 DROP_CONTAINER 827
114 PICKUP_CONTAINER 783
109 DROP_CONTAINER_TRAILER 783
496 PICKUP_CONTAINER_TRAILER 980
357 PICKUP_CONTAINER 726
40 DROP_CONTAINER 980
350 DROP_CONTAINER 726
106 PICKUP_CONTAINER 621
61 DROP_CONTAINER_TRAILER 621
99 PICKUP_CONTAINER_TRAILER 371
236 DROP_CONTAINER_TRAILER 371
149 PICKUP_CONTAINER_TRAILER 969
150 DROP_CONTAINER_TRAILER 969
5 STOP
#
TRUCK 65
105 PICKUP_CONTAINER_TRAILER 656
243 PICKUP_CONTAINER 985
186 DROP_CONTAINER 656
27 DROP_CONTAINER_TRAILER 985
429 PICKUP_CONTAINER_TRAILER 61
459 DROP_CONTAINER_TRAILER 61
388 PICKUP_CONTAINER_TRAILER 775
242 PICKUP_CONTAINER 766
240 DROP_CONTAINER 775
254 DROP_CONTAINER 766
190 PICKUP_CONTAINER 49
235 DROP_CONTAINER_TRAILER 49
185 PICKUP_CONTAINER_TRAILER 438
139 PICKUP_CONTAINER 460
74 DROP_CONTAINER 438
156 DROP_CONTAINER_TRAILER 460
187 PICKUP_CONTAINER_TRAILER 790
14 DROP_CONTAINER_TRAILER 790
37 PICKUP_CONTAINER_TRAILER 986
22 DROP_CONTAINER_TRAILER 986
173 PICKUP_CONTAINER_TRAILER 993
429 DROP_CONTAINER 993
325 PICKUP_CONTAINER 243
366 DROP_CONTAINER_TRAILER 243
274 PICKUP_CONTAINER_TRAILER 15
172 DROP_CONTAINER_TRAILER 15
6 STOP
#
TRUCK 66
234 PICKUP_CONTAINER_TRAILER 315
237 PICKUP_CONTAINER 598
172 DROP_CONTAINER 315
92 DROP_CONTAINER_TRAILER 598
267 PICKUP_CONTAINER_TRAILER 393
335 PICKUP_CONTAINER 478
360 DROP_CONTAINER 393
286 DROP_CONTAINER_TRAILER 478
107 PICKUP_CONTAINER_TRAILER 351
14 DROP_CONTAINER 351
491 PICKUP_CONTAINER 250
246 DROP_CONTAINER_TRAILER 250
13 PICKUP_CONTAINER_TRAILER 133
343 PICKUP_CONTAINER 365
86 DROP_CONTAINER 365
302 DROP_CONTAINER_TRAILER 133
156 PICKUP_CONTAINER_TRAILER 237
265 DROP_CONTAINER_TRAILER 237
4 STOP
#
TRUCK 67
200 PICKUP_CONTAINER_TRAILER 227
82 DROP_CONTAINER 227
202 PICKUP_CONTAINER 402
121 PICKUP_CONTAINER 939
313 DROP_CONTAINER 402
262 DROP_CONTAINER_TRAILER 939
165 PICKUP_CONTAINER_TRAILER 106
7 DROP_CONTAINER_TRAILER 106
240 PICKUP_CONTAINER_TRAILER 645
123 DROP_CONTAINER_TRAILER 645
110 PICKUP_CONTAINER_TRAILER 120
437 PICKUP_CONTAINER 360
474 DROP_CONTAINER 120
101 DROP_CONTAINER_TRAILER 360
101 PICKUP_CONTAINER_TRAILER 732
88 PICKUP_CONTAINER 205
461 DROP_CONTAINER 732
350 DROP_CONTAINER 205
1 DROP_TRAILER
292 PICKUP_CONTAINER_TRAILER 222
489 DROP_CONTAINER 222
292 PICKUP_CONTAINER 115
322 DROP_CONTAINER_TRAILER 115
2 STOP
#
TRUCK 68
289 PICKUP_CONTAINER_TRAILER 37
454 PICKUP_CONTAINER 7
314 DROP_CONTAINER 37
290 DROP_CONTAINER 7
283 PICKUP_CONTAINER 131
103 DROP_CONTAINER 131
247 PICKUP_CONTAINER 346
250 DROP_CONTAINER 346
250 PICKUP_CONTAINER 713
491 DROP_CONTAINER 713
259 PICKUP_CONTAINER 56
308 DROP_CONTAINER 56
396 PICKUP_CONTAINER 471
318 DROP_CONTAINER_TRAILER 471
318 PICKUP_CONTAINER_TRAILER 236
141 PICKUP_CONTAINER 201
345 DROP_CONTAINER 236
65 DROP_CONTAINER 201
193 PICKUP_CONTAINER 830
348 DROP_CONTAINER_TRAILER 830
6 STOP
#
TRUCK 69
77 PICKUP_CONTAINER_TRAILER 291
92 DROP_CONTAINER 291
271 PICKUP_CONTAINER 677
11 DROP_CONTAINER_TRAILER 677
343 PICKUP_CONTAINER_TRAILER 583
183 DROP_CONTAINER_TRAILER 583
117 PICKUP_CONTAINER_TRAILER 861
159 DROP_CONTAINER 861
372 PICKUP_CONTAINER 833
387 DROP_CONTAINER_TRAILER 833
238 PICKUP_CONTAINER_TRAILER 538
243 DROP_CONTAINER 538
53 PICKUP_CONTAINER 265
147 DROP_CONTAINER 265
112 PICKUP_CONTAINER 551
360 DROP_CONTAINER 551
