Points 200
DISTANCES 40000
65 33 83
65 34 52
65 35 26
65 36 16
65 37 89
65 38 82
65 39 83
65 40 10
65 41 14
65 42 70
65 43 63
65 44 58
65 45 85
65 46 91
65 47 30
65 48 32
65 49 41
65 50 15
65 51 78
65 52 59
65 53 37
65 54 92
65 55 67
65 56 72
65 57 50
65 58 96
65 59 72
65 60 27
65 61 68
65 62 62
65 63 82
65 64 85
65 65 0
65 66 59
65 67 70
65 68 85
65 69 99
65 70 55
65 71 70
65 72 46
65 73 15
65 74 46
65 75 42
65 76 67
65 77 88
65 78 23
65 79 74
65 80 47
65 81 58
65 82 27
65 83 95
65 84 99
65 85 24
65 86 11
65 87 88
65 88 11
65 89 98
65 90 61
65 91 64
65 92 15
65 93 60
65 94 29
65 95 89
65 96 18
65 97 86
65 98 14
65 99 83
65 100 29
65 101 60
65 102 21
65 103 19
65 104 63
65 105 47
65 106 36
65 107 54
65 108 98
65 109 64
65 110 40
65 111 81
65 112 41
65 113 74
65 114 29
65 115 28
65 116 77
65 117 72
65 118 92
65 119 56
65 120 80
65 121 38
65 122 43
65 123 66
65 124 78
65 125 67
65 126 81
65 127 90
65 128 48
65 129 15
65 130 68
65 131 22
65 132 12
65 133 53
65 134 85
65 135 88
65 136 15
65 137 39
65 138 35
65 139 35
65 140 62
65 141 80
65 142 32
65 143 58
65 144 24
65 145 72
65 146 64
65 147 34
65 148 98
65 149 37
65 150 17
65 151 93
65 152 33
65 153 47
65 154 61
65 155 91
65 156 94
65 157 42
65 158 61
65 159 32
65 160 49
65 161 34
65 162 77
65 163 14
65 164 56
65 165 64
65 166 75
65 167 64
65 168 76
65 169 43
65 170 66
65 171 28
65 172 79
65 173 72
65 174 47
65 175 65
65 176 91
65 177 97
65 178 61
65 179 20
65 180 53
65 181 97
65 182 68
65 183 95
65 184 31
65 185 10
65 186 74
65 187 87
65 188 88
65 189 57
65 190 23
65 191 88
65 192 25
65 193 68
65 194 15
65 195 100
65 196 31
65 197 95
65 198 42
65 199 75
65 200 70
66 1 44
66 2 49
66 3 23
66 4 62
66 5 81
66 6 33
66 7 67
66 8 95
66 9 20
66 10 100
66 11 64
66 12 10
66 13 29
66 14 12
66 15 34
66 16 56
66 17 48
66 18 52
66 19 19
66 20 53
66 21 14
66 22 54
66 23 52
66 24 33
66 25 100
66 26 43
66 27 91
66 28 37
66 29 50
66 30 68
66 31 82
66 32 51
66 33 34
66 34 11
66 35 40
66 36 26
66 37 70
66 38 89
66 39 10
66 40 84
66 41 63
66 42 24
66 43 97
66 44 54
66 45 100
66 46 82
66 47 49
66 48 11
66 49 16
66 50 12
66 51 44
66 52 34
66 53 80
66 54 34
66 55 37
66 56 75
66 57 11
66 58 70
66 59 12
66 60 91
66 61 35
66 62 37
66 63 35
66 64 15
66 65 59
66 66 0
66 67 66
66 68 95
66 69 46
66 70 86
66 71 66
66 72 92
66 73 72
66 74 100
66 75 16
66 76 86
66 77 33
66 78 62
66 79 21
66 80 63
66 81 33
66 82 39
66 83 88
66 84 70
66 85 76
66 86 56
66 87 60
66 88 13
66 89 91
66 90 19
66 91 26
66 92 78
66 93 73
66 94 65
66 95 85
66 96 73
66 97 69
66 98 88
66 99 52
66 100 98
66 101 30
66 102 34
66 103 36
66 104 30
66 105 16
66 106 24
66 107 93
66 108 64
66 109 72
66 110 37
66 111 97
66 112 26
66 113 82
66 114 69
66 115 70
66 116 17
66 117 68
66 118 31
66 119 57
66 120 35
66 121 91
66 122 26
66 123 70
66 124 12
66 125 32
66 126 30
66 127 69
66 128 10
66 129 17
66 130 26
66 131 62
66 132 52
66 133 65
66 134 85
66 135 36
66 136 78
66 137 46
66 138 89
66 139 58
66 140 13
66 141 80
66 142 27
66 143 87
66 144 61
66 145 13
66 146 44
66 147 42
66 148 28
66 149 61
66 150 49
66 151 67
66 152 57
66 153 24
66 154 63
66 155 51
66 156 89
66 157 11
66 158 84
66 159 90
66 160 81
66 161 69
66 162 22
66 163 77
66 164 85
66 165 63
66 166 46
66 167 44
66 168 55
66 169 63
66 170 73
66 171 45
66 172 18
66 173 98
66 174 67
66 175 66
66 176 64
66 177 48
66 178 18
66 179 22
66 180 63
66 181 81
66 182 93
66 183 85
66 184 37
66 185 83
66 186 66
66 187 16
66 188 64
66 189 52
66 190 44
66 191 90
66 192 77
66 193 15
66 194 83
66 195 17
66 196 89
66 197 50
66 198 94
66 199 13
66 200 69
67 1 40
67 2 49
67 3 92
67 4 59
67 5 47
67 6 18
67 7 16
67 8 66
67 9 73
67 10 37
67 11 57
67 12 66
67 13 16
67 14 100
67 15 28
67 16 63
67 17 38
67 18 44
67 19 98
67 20 89
67 21 23
67 22 47
67 23 81
67 24 71
67 25 85
67 26 86
67 27 63
67 28 35
67 29 96
67 30 100
67 31 67
67 32 51
67 33 10
67 34 16
67 35 30
67 36 31
67 37 58
67 38 87
67 39 18
67 40 55
67 41 80
67 42 44
67 43 65
67 44 24
67 45 32
67 46 58
67 47 88
67 48 99
67 49 36
67 50 38
67 51 68
67 52 53
67 53 50
67 54 99
67 55 97
67 56 56
67 57 54
67 58 41
67 59 63
67 60 18
67 61 71
67 62 35
67 63 77
67 64 92
67 65 70
67 66 66
67 67 0
67 68 73
67 69 97
67 70 38
67 71 12
67 72 87
67 73 17
67 74 86
67 75 97
67 76 88
67 77 96
67 78 28
67 79 99
67 80 48
67 81 41
67 82 93
67 83 14
67 84 20
67 85 36
67 86 100
67 87 74
67 88 35
67 89 97
67 90 88
67 91 91
67 92 10
67 93 16
67 94 51
67 95 53
67 96 94
67 97 28
67 98 91
67 99 62
67 100 100
67 101 86
67 102 16
67 103 33
67 104 84
67 105 13
67 106 93
67 107 93
67 108 74
67 109 37
67 110 37
67 111 95
67 112 44
67 113 63
67 114 34
67 115 16
67 116 29
67 117 23
67 118 85
67 119 38
67 120 39
67 121 18
67 122 88
67 123 38
67 124 74
67 125 24
67 126 75
67 127 32
67 128 23
67 129 19
67 130 25
67 131 43
67 132 69
67 133 17
67 134 47
67 135 51
67 136 11
67 137 58
67 138 30
67 139 68
67 140 96
67 141 58
67 142 94
67 143 41
67 144 19
67 145 83
67 146 58
67 147 56
67 148 11
67 149 44
67 150 15
67 151 62
67 152 49
67 153 35
67 154 31
67 155 12
67 156 73
67 157 76
67 158 25
67 159 55
67 160 70
67 161 38
67 162 47
67 163 95
67 164 24
67 165 95
67 166 98
67 167 100
67 168 97
67 169 25
67 170 21
67 171 65
67 172 32
67 173 34
67 174 89
67 175 34
67 176 66
67 177 47
67 178 57
67 179 40
67 180 32
67 181 55
67 182 27
67 183 28
67 184 80
67 185 50
67 186 13
67 187 15
67 188 83
67 189 97
67 190 16
67 191 32
67 192 43
67 193 17
67 194 62
67 195 44
67 196 64
67 197 54
67 198 17
67 199 50
67 200 27
68 1 42
68 2 69
68 3 92
68 4 90
68 5 30
68 6 91
68 7 91
68 8 16
68 9 43
68 10 54
68 11 34
68 12 63
68 13 41
68 14 10
68 15 50
68 16 40
68 17 29
68 18 71
68 19 84
68 20 25
68 21 88
68 22 54
68 23 66
68 24 96
68 25 60
68 26 48
68 27 95
68 28 27
68 29 32
68 30 57
68 31 98
68 32 11
68 33 11
68 34 32
68 35 53
68 36 33
68 37 43
68 38 59
68 39 39
68 40 20
68 41 18
68 42 48
68 43 53
68 44 59
68 45 90
68 46 23
68 47 18
68 48 26
68 49 70
68 50 98
68 51 51
68 52 34
68 53 27
68 54 44
68 55 39
68 56 62
68 57 71
68 58 68
68 59 27
68 60 86
68 61 63
68 62 23
68 63 44
68 64 43
68 65 85
68 66 95
68 67 73
68 68 0
68 69 79
68 70 72
68 71 87
68 72 53
68 73 10
68 74 59
68 75 37
68 76 66
68 77 51
68 78 44
68 79 21
68 80 32
68 81 12
68 82 33
68 83 16
68 84 10
68 85 29
68 86 32
68 87 29
68 88 12
68 89 91
68 90 74
68 91 61
68 92 37
68 93 65
68 94 66
68 95 75
68 96 94
68 97 85
68 98 49
68 99 62
68 100 30
68 101 10
68 102 16
68 103 48
68 104 22
68 105 95
68 106 73
68 107 91
68 108 22
68 109 29
68 110 68
68 111 36
68 112 80
68 113 29
68 114 65
68 115 50
68 116 64
68 117 29
68 118 98
68 119 97
68 120 67
68 121 81
68 122 20
68 123 56
68 124 72
68 125 57
68 126 70
68 127 55
68 128 57
68 129 93
68 130 59
68 131 42
68 132 18
68 133 75
68 134 16
68 135 82
68 136 61
68 137 45
68 138 20
68 139 73
68 140 15
68 141 84
68 142 44
68 143 43
68 144 45
68 145 19
68 146 21
68 147 77
68 148 22
68 149 85
68 150 90
68 151 18
68 152 89
68 153 87
68 154 61
68 155 80
68 156 10
68 157 76
68 158 33
68 159 75
68 160 78
68 161 25
68 162 92
68 163 44
68 164 92
68 165 28
68 166 19
68 167 15
68 168 52
68 169 80
68 170 83
68 171 27
68 172 22
68 173 39
68 174 88
68 175 62
68 176 38
68 177 100
68 178 45
68 179 99
68 180 65
68 181 42
68 182 40
68 183 39
68 184 48
68 185 12
68 186 21
68 187 28
68 188 30
68 189 64
68 190 31
68 191 37
68 192 51
68 193 27
68 194 54
68 195 31
68 196 61
68 197 36
68 198 88
68 199 33
68 200 45
69 1 48
69 2 87
69 3 52
69 4 44
69 5 67
69 6 39
69 7 51
69 8 90
69 9 57
69 10 40
69 11 25
69 12 38
69 13 80
69 14 63
69 15 16
69 16 79
69 17 32
69 18 80
69 19 65
69 20 77
69 21 11
69 22 52
69 23 89
69 24 76
69 25 31
69 26 72
69 27 23
69 28 49
69 29 47
69 30 87
69 31 33
69 32 48
69 33 91
69 34 18
69 35 90
69 36 84
69 37 68
69 38 25
69 39 18
69 40 91
69 41 46
69 42 96
69 43 34
69 44 52
69 45 21
69 46 27
69 47 100
69 48 54
69 49 20
69 50 70
69 51 79
69 52 20
69 53 68
69 54 75
69 55 60
69 56 27
69 57 55
69 58 96
69 59 83
69 60 34
69 61 31
69 62 28
69 63 33
69 64 31
69 65 99
69 66 46
69 67 97
69 68 79
69 69 0
69 70 58
69 71 54
69 72 53
69 73 88
69 74 65
69 75 90
69 76 40
69 77 82
69 78 73
69 79 46
69 80 93
69 81 98
69 82 54
69 83 31
69 84 26
69 85 53
69 86 85
69 87 81
69 88 24
69 89 25
69 90 71
69 91 77
69 92 53
69 93 66
69 94 38
69 95 99
69 96 38
69 97 44
69 98 85
69 99 60
69 100 82
69 101 94
69 102 90
69 103 76
69 104 33
69 105 68
69 106 100
69 107 87
69 108 54
69 109 25
69 110 26
69 111 97
69 112 93
69 113 87
69 114 100
69 115 52
69 116 40
69 117 17
69 118 88
69 119 55
69 120 74
69 121 54
69 122 93
69 123 46
69 124 41
69 125 16
69 126 53
69 127 36
69 128 86
69 129 23
69 130 93
69 131 87
69 132 78
69 133 82
69 134 89
69 135 29
69 136 27
69 137 62
69 138 15
69 139 34
69 140 91
69 141 28
69 142 29
69 143 25
69 144 18
69 145 98
69 146 54
69 147 23
69 148 85
69 149 72
69 150 69
69 151 94
69 152 80
69 153 63
69 154 46
69 155 78
69 156 39
69 157 67
69 158 29
69 159 51
69 160 25
69 161 45
69 162 64
69 163 12
69 164 18
69 165 16
69 166 90
69 167 47
69 168 53
69 169 27
69 170 80
69 171 56
69 172 14
69 173 75
69 174 68
69 175 27
69 176 42
69 177 78
69 178 47
69 179 30
69 180 31
69 181 78
69 182 20
69 183 55
69 184 40
69 185 16
69 186 22
69 187 85
69 188 93
69 189 80
69 190 58
69 191 79
69 192 24
69 193 66
69 194 95
69 195 18
69 196 48
69 197 32
69 198 40
69 199 43
69 200 53
70 1 31
70 2 96
70 3 13
70 4 78
70 5 28
70 6 40
70 7 61
70 8 73
70 9 31
70 10 48
70 11 76
70 12 73
70 13 13
70 14 33
70 15 14
70 16 48
70 17 12
70 18 76
70 19 26
70 20 32
70 21 25
70 22 29
70 23 100
70 24 56
70 25 74
70 26 98
70 27 11
70 28 59
70 29 77
70 30 37
70 31 40
70 32 37
70 33 37
70 34 88
70 35 75
70 36 82
70 37 16
70 38 29
70 39 12
70 40 26
70 41 40
70 42 98
70 43 69
70 44 49
70 45 61
70 46 40
70 47 89
70 48 45
70 49 77
70 50 24
70 51 96
70 52 10
70 53 38
70 54 43
70 55 21
70 56 35
70 57 80
70 58 14
70 59 87
70 60 20
70 61 90
70 62 62
70 63 28
70 64 11
70 65 55
70 66 86
70 67 38
70 68 72
70 69 58
70 70 0
70 71 44
70 72 91
70 73 21
70 74 97
70 75 79
70 76 37
70 77 43
70 78 99
70 79 39
70 80 19
70 81 53
70 82 13
70 83 99
70 84 33
70 85 31
70 86 97
70 87 96
70 88 79
70 89 92
70 90 77
70 91 45
70 92 32
70 93 54
70 94 65
70 95 67
70 96 52
70 97 57
70 98 89
70 99 32
70 100 64
70 101 45
70 102 57
70 103 97
70 104 32
70 105 99
70 106 97
70 107 63
70 108 15
70 109 52
70 110 28
70 111 60
70 112 24
70 113 58
70 114 38
70 115 31
70 116 23
70 117 68
70 118 11
70 119 33
70 120 79
70 121 26
70 122 63
70 123 13
70 124 33
70 125 82
70 126 35
70 127 24
70 128 11
70 129 68
70 130 57
70 131 43
70 132 28
70 133 23
70 134 68
70 135 38
70 136 83
70 137 61
70 138 64
70 139 82
70 140 11
70 141 59
70 142 66
70 143 47
70 144 93
70 145 66
70 146 66
70 147 85
70 148 16
70 149 82
70 150 71
70 151 31
70 152 18
70 153 21
70 154 84
70 155 63
70 156 55
70 157 82
70 158 55
70 159 100
70 160 81
70 161 92
70 162 69
70 163 100
70 164 79
70 165 34
70 166 32
70 167 66
70 168 37
70 169 98
70 170 60
70 171 59
70 172 25
70 173 22
70 174 67
70 175 87
70 176 70
70 177 75
70 178 10
70 179 35
70 180 65
70 181 17
70 182 87
70 183 26
70 184 99
70 185 82
70 186 66
70 187 24
70 188 23
70 189 99
70 190 29
70 191 22
70 192 46
70 193 13
70 194 81
70 195 52
70 196 37
70 197 78
70 198 83
70 199 90
70 200 70
71 1 27
71 2 35
71 3 72
71 4 56
71 5 39
71 6 77
71 7 90
71 8 30
71 9 83
71 10 57
71 11 34
71 12 59
71 13 70
71 14 96
71 15 59
71 16 28
71 17 98
71 18 70
71 19 58
71 20 88
71 21 66
71 22 68
71 23 84
71 24 52
71 25 63
71 26 43
71 27 59
71 28 47
71 29 43
71 30 46
71 31 36
71 32 11
71 33 46
71 34 24
71 35 48
71 36 79
71 37 73
71 38 97
71 39 55
71 40 27
71 41 60
71 42 89
71 43 26
71 44 67
71 45 54
71 46 76
71 47 96
71 48 17
71 49 50
71 50 24
71 51 36
71 52 21
71 53 74
71 54 33
71 55 81
71 56 13
71 57 52
71 58 22
71 59 61
71 60 86
71 61 94
71 62 69
71 63 64
71 64 88
71 65 70
71 66 66
71 67 12
71 68 87
71 69 54
71 70 44
71 71 0
71 72 84
71 73 43
71 74 62
71 75 12
71 76 27
71 77 85
71 78 87
71 79 65
71 80 47
71 81 32
71 82 58
71 83 16
71 84 72
71 85 44
71 86 72
71 87 55
71 88 93
71 89 53
71 90 44
71 91 16
71 92 93
71 93 19
71 94 41
71 95 60
71 96 26
71 97 79
71 98 41
71 99 17
71 100 48
71 101 74
71 102 22
71 103 84
71 104 56
71 105 28
71 106 53
71 107 43
71 108 96
71 109 98
71 110 48
71 111 20
71 112 70
71 113 25
71 114 63
71 115 63
71 116 87
71 117 94
71 118 66
71 119 88
71 120 43
71 121 43
71 122 58
71 123 88
71 124 56
71 125 39
71 126 64
71 127 30
71 128 42
71 129 99
71 130 85
71 131 93
71 132 58
71 133 40
71 134 82
71 135 69
71 136 89
71 137 99
71 138 18
71 139 91
71 140 88
71 141 66
71 142 77
71 143 90
71 144 94
71 145 30
71 146 80
71 147 41
71 148 63
71 149 16
71 150 39
71 151 50
71 152 27
71 153 32
71 154 12
71 155 98
71 156 25
71 157 82
71 158 89
71 159 87
71 160 77
71 161 52
71 162 88
71 163 67
71 164 21
71 165 38
71 166 68
71 167 42
71 168 32
71 169 90
71 170 17
71 171 91
71 172 69
71 173 12
71 174 16
71 175 11
71 176 21
71 177 27
71 178 90
71 179 35
71 180 77
71 181 95
71 182 83
71 183 24
71 184 97
71 185 70
71 186 61
71 187 61
71 188 77
71 189 15
71 190 49
71 191 96
71 192 23
71 193 50
71 194 36
71 195 92
71 196 43
71 197 11
71 198 10
71 199 64
71 200 29
72 1 82
72 2 58
72 3 25
72 4 95
72 5 60
72 6 73
72 7 28
72 8 72
72 9 59
72 10 98
72 11 31
72 12 39
72 13 30
72 14 40
72 15 28
72 16 62
72 17 24
72 18 82
72 19 34
72 20 67
72 21 22
72 22 78
72 23 77
72 24 58
72 25 46
72 26 40
72 27 30
72 28 81
72 29 42
72 30 89
72 31 90
72 32 87
72 33 53
72 34 78
72 35 34
72 36 98
72 37 55
72 38 95
72 39 83
72 40 22
72 41 14
72 42 68
72 43 47
72 44 69
72 45 21
72 46 60
72 47 87
72 48 50
72 49 71
72 50 81
72 51 38
72 52 53
72 53 14
72 54 80
72 55 57
72 56 25
72 57 33
72 58 43
72 59 89
72 60 56
72 61 11
72 62 46
72 63 68
72 64 15
72 65 46
72 66 92
72 67 87
72 68 53
72 69 53
72 70 91
72 71 84
72 72 0
72 73 46
72 74 31
72 75 100
72 76 68
72 77 23
72 78 31
72 79 57
72 80 71
72 81 10
72 82 52
72 83 84
72 84 25
72 85 97
72 86 39
72 87 75
72 88 13
72 89 29
72 90 84
72 91 78
72 92 63
72 93 31
72 94 44
72 95 82
72 96 60
72 97 67
72 98 48
72 99 41
72 100 18
72 101 88
72 102 72
72 103 33
72 104 57
72 105 87
72 106 64
72 107 83
72 108 39
72 109 35
72 110 93
72 111 86
72 112 16
72 113 46
72 114 73
72 115 68
72 116 42
72 117 87
72 118 70
72 119 96
72 120 81
72 121 81
72 122 64
72 123 55
72 124 30
72 125 53
72 126 39
72 127 63
72 128 38
72 129 87
72 130 43
72 131 16
72 132 64
72 133 82
72 134 42
72 135 92
72 136 37
72 137 87
72 138 44
72 139 55
72 140 40
72 141 22
72 142 33
72 143 26
72 144 66
72 145 66
72 146 85
72 147 98
72 148 20
72 149 64
72 150 22
72 151 24
72 152 36
72 153 33
72 154 17
72 155 24
72 156 43
72 157 75
72 158 81
72 159 32
72 160 89
72 161 84
72 162 18
72 163 25
72 164 54
72 165 92
72 166 85
72 167 90
72 168 27
72 169 48
72 170 31
72 171 33
72 172 44
72 173 36
72 174 34
72 175 99
72 176 27
72 177 93
72 178 80
72 179 24
72 180 75
72 181 89
72 182 89
72 183 49
72 184 67
72 185 97
72 186 24
72 187 53
72 188 68
72 189 19
72 190 34
72 191 45
72 192 68
72 193 71
72 194 83
72 195 50
72 196 93
72 197 78
72 198 66
72 199 63
72 200 82
73 1 54
73 2 34
73 3 22
73 4 89
73 5 47
73 6 40
73 7 91
73 8 89
73 9 18
73 10 64
73 11 33
73 12 63
73 13 24
73 14 58
73 15 82
73 16 98
73 17 62
73 18 44
73 19 76
73 20 93
73 21 21
73 22 58
73 23 10
73 24 81
73 25 10
73 26 38
73 27 72
73 28 85
73 29 10
73 30 36
73 31 80
73 32 74
73 33 13
73 34 64
73 35 91
73 36 73
73 37 68
73 38 28
73 39 53
73 40 97
73 41 34
73 42 34
73 43 99
73 44 56
73 45 18
73 46 72
73 47 33
73 48 59
73 49 31
73 50 39
73 51 75
73 52 20
73 53 44
73 54 34
73 55 24
73 56 36
73 57 49
73 58 25
73 59 36
73 60 78
73 61 95
73 62 64
73 63 75
73 64 37
73 65 15
73 66 72
73 67 17
73 68 10
73 69 88
73 70 21
73 71 43
73 72 46
73 73 0
73 74 28
73 75 96
73 76 98
73 77 21
73 78 57
73 79 44
73 80 42
73 81 74
73 82 84
73 83 15
73 84 46
73 85 53
73 86 60
73 87 42
73 88 28
73 89 82
73 90 96
73 91 49
73 92 94
73 93 29
73 94 47
73 95 29
73 96 50
73 97 86
73 98 15
73 99 97
73 100 37
73 101 85
73 102 20
73 103 57
73 104 31
73 105 63
73 106 80
73 107 99
73 108 23
73 109 33
73 110 31
73 111 24
73 112 97
73 113 78
73 114 90
73 115 62
73 116 67
73 117 59
73 118 66
73 119 21
73 120 46
73 121 60
73 122 35
73 123 49
73 124 56
73 125 20
73 126 76
73 127 37
73 128 49
73 129 18
73 130 92
73 131 34
73 132 79
73 133 97
73 134 17
73 135 49
73 136 58
73 137 71
73 138 87
73 139 46
73 140 82
73 141 82
73 142 39
73 143 30
73 144 16
73 145 11
73 146 59
73 147 34
73 148 93
73 149 36
73 150 70
73 151 19
73 152 42
73 153 87
73 154 12
73 155 54
73 156 54
73 157 65
73 158 19
73 159 62
73 160 82
73 161 38
73 162 78
73 163 81
73 164 62
73 165 36
73 166 89
73 167 46
73 168 52
73 169 48
73 170 19
73 171 75
73 172 41
73 173 52
73 174 30
73 175 79
73 176 72
73 177 83
73 178 37
73 179 91
73 180 83
73 181 25
73 182 58
73 183 67
73 184 34
73 185 79
73 186 65
73 187 29
73 188 18
73 189 17
73 190 27
73 191 100
73 192 36
73 193 19
73 194 68
73 195 62
73 196 97
73 197 16
73 198 36
73 199 73
73 200 99
74 1 73
74 2 61
74 3 32
74 4 100
74 5 72
74 6 75
74 7 60
74 8 80
74 9 100
74 10 36
74 11 38
74 12 89
74 13 87
74 14 55
74 15 76
74 16 27
74 17 85
74 18 49
74 19 29
74 20 86
74 21 36
74 22 87
74 23 46
74 24 14
74 25 58
74 26 43
74 27 21
74 28 17
74 29 92
74 30 86
74 31 46
74 32 35
74 33 45
74 34 94
74 35 83
74 36 63
74 37 49
74 38 66
74 39 23
74 40 97
74 41 53
74 42 89
74 43 49
74 44 44
74 45 61
74 46 35
74 47 22
74 48 39
74 49 28
74 50 47
74 51 80
74 52 59
74 53 52
74 54 22
74 55 21
74 56 74
74 57 44
74 58 76
74 59 62
74 60 72
74 61 71
74 62 51
74 63 22
74 64 82
74 65 46
74 66 100
74 67 86
74 68 59
74 69 65
74 70 97
74 71 62
74 72 31
74 73 28
74 74 0
74 75 54
74 76 56
74 77 77
74 78 41
74 79 25
74 80 24
74 81 50
74 82 99
74 83 50
74 84 62
74 85 22
74 86 48
74 87 52
74 88 21
74 89 58
74 90 45
74 91 18
74 92 30
74 93 25
74 94 23
74 95 99
74 96 60
74 97 11
74 98 21
74 99 67
74 100 69
74 101 73
74 102 91
74 103 85
74 104 63
74 105 11
74 106 59
74 107 85
74 108 59
74 109 72
74 110 11
74 111 31
74 112 59
74 113 32
74 114 41
74 115 95
74 116 95
74 117 45
74 118 26
74 119 74
74 120 30
74 121 50
74 122 32
74 123 85
74 124 40
74 125 58
74 126 98
74 127 47
74 128 82
74 129 63
74 130 45
74 131 88
74 132 48
74 133 94
74 134 75
74 135 87
74 136 24
74 137 16
74 138 79
74 139 48
74 140 54
74 141 56
74 142 35
74 143 84
74 144 28
74 145 33
74 146 61
74 147 66
74 148 81
74 149 67
74 150 34
74 151 32
74 152 28
74 153 16
74 154 39
74 155 16
74 156 33
74 157 96
74 158 57
74 159 83
74 160 38
74 161 34
74 162 68
74 163 96
74 164 33
74 165 66
74 166 29
74 167 61
74 168 23
74 169 40
74 170 77
74 171 91
74 172 41
74 173 81
74 174 41
74 175 68
74 176 43
74 177 78
74 178 87
74 179 85
74 180 89
74 181 92
74 182 78
74 183 25
74 184 75
74 185 64
74 186 12
74 187 74
74 188 77
74 189 16
74 190 50
74 191 57
74 192 94
74 193 96
74 194 38
74 195 99
74 196 88
74 197 44
74 198 12
74 199 51
74 200 86
75 1 84
75 2 22
75 3 60
75 4 31
75 5 61
75 6 70
75 7 60
75 8 26
75 9 49
75 10 98
75 11 13
75 12 11
75 13 82
75 14 11
75 15 88
75 16 63
75 17 28
75 18 22
75 19 85
75 20 44
75 21 22
75 22 67
75 23 72
75 24 95
75 25 95
75 26 70
75 27 44
75 28 51
75 29 48
75 30 82
75 31 37
75 32 87
75 33 65
75 34 62
75 35 70
75 36 22
75 37 28
75 38 77
75 39 50
75 40 32
75 41 20
75 42 56
75 43 33
75 44 48
75 45 72
75 46 78
75 47 14
75 48 89
75 49 30
75 50 84
75 51 98
75 52 22
75 53 41
75 54 13
75 55 77
75 56 62
75 57 90
75 58 91
75 59 84
75 60 33
75 61 85
75 62 57
75 63 81
75 64 30
75 65 42
75 66 16
75 67 97
75 68 37
75 69 90
75 70 79
75 71 12
75 72 100
75 73 96
75 74 54
75 75 0
75 76 92
75 77 71
75 78 13
75 79 64
75 80 100
75 81 16
75 82 77
75 83 61
75 84 96
75 85 39
75 86 56
75 87 58
75 88 62
75 89 59
75 90 17
75 91 41
75 92 16
75 93 63
75 94 44
75 95 68
75 96 37
75 97 51
75 98 52
75 99 79
75 100 50
75 101 56
75 102 17
75 103 40
75 104 87
75 105 85
75 106 58
75 107 66
75 108 63
75 109 35
75 110 67
75 111 36
75 112 43
75 113 49
75 114 97
75 115 70
75 116 19
75 117 60
75 118 92
75 119 28
75 120 38
75 121 69
75 122 77
75 123 83
75 124 45
75 125 11
75 126 64
75 127 78
75 128 69
75 129 58
75 130 21
75 131 55
75 132 95
75 133 55
75 134 22
75 135 72
75 136 80
75 137 91
75 138 48
75 139 81
75 140 85
75 141 24
75 142 58
75 143 53
75 144 27
75 145 22
75 146 28
75 147 95
75 148 96
75 149 85
75 150 93
75 151 83
75 152 72
75 153 61
75 154 10
75 155 46
75 156 57
75 157 38
75 158 26
75 159 31
75 160 11
75 161 68
75 162 94
75 163 32
75 164 51
75 165 43
75 166 14
75 167 30
75 168 15
75 169 19
75 170 50
75 171 50
75 172 23
75 173 41
75 174 92
75 175 98
75 176 99
75 177 27
75 178 41
75 179 13
75 180 95
75 181 51
75 182 21
75 183 64
75 184 29
75 185 12
75 186 29
75 187 32
75 188 54
75 189 89
75 190 56
75 191 53
75 192 29
75 193 15
75 194 85
75 195 29
75 196 96
75 197 64
75 198 49
75 199 54
75 200 82
76 1 49
76 2 54
76 3 68
76 4 59
76 5 53
76 6 27
76 7 72
76 8 75
76 9 12
76 10 12
76 11 29
76 12 56
76 13 30
76 14 91
76 15 72
76 16 17
76 17 15
76 18 97
76 19 36
76 20 37
76 21 88
76 22 12
76 23 54
76 24 75
76 25 84
76 26 33
76 27 70
76 28 77
76 29 62
76 30 63
76 31 63
76 32 63
76 33 79
76 34 49
76 35 72
76 36 86
76 37 42
76 38 67
76 39 67
76 40 63
76 41 35
76 42 17
76 43 52
76 44 28
76 45 89
76 46 47
76 47 95
76 48 100
76 49 98
76 50 23
76 51 51
76 52 57
76 53 69
76 54 66
76 55 95
76 56 10
76 57 87
76 58 84
76 59 23
76 60 74
76 61 30
76 62 46
76 63 98
76 64 15
76 65 67
76 66 86
76 67 88
76 68 66
76 69 40
76 70 37
76 71 27
76 72 68
76 73 98
76 74 56
76 75 92
76 76 0
76 77 76
76 78 62
76 79 59
76 80 62
76 81 35
76 82 83
76 83 76
76 84 24
76 85 97
76 86 100
76 87 23
76 88 95
76 89 57
76 90 36
76 91 77
76 92 95
76 93 59
76 94 16
76 95 35
76 96 74
76 97 65
76 98 17
76 99 22
76 100 85
76 101 60
76 102 59
76 103 96
76 104 42
76 105 83
76 106 12
76 107 51
76 108 38
76 109 16
76 110 58
76 111 58
76 112 92
76 113 78
76 114 20
76 115 54
76 116 61
76 117 72
76 118 38
76 119 16
76 120 75
76 121 18
76 122 90
76 123 69
76 124 39
76 125 18
76 126 49
76 127 100
76 128 55
76 129 22
76 130 76
76 131 46
76 132 91
76 133 96
76 134 82
76 135 77
76 136 50
76 137 14
76 138 61
76 139 47
76 140 15
76 141 36
76 142 42
76 143 72
76 144 79
76 145 96
76 146 32
76 147 10
76 148 17
76 149 36
76 150 83
76 151 98
76 152 82
76 153 20
76 154 47
76 155 85
76 156 38
76 157 50
76 158 14
76 159 28
76 160 38
76 161 18
76 162 10
